MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:Jitter(Abs),MDVP:RAP,MDVP:PPQ,Jitter:DDP,MDVP:Shimmer,MDVP:Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,Shimmer:DDA,NHR,HNR,RPDE,DFA,spread1,spread2,D2,PPE
238.08949437344057,248.86494627347616,225.91714923304562,0.0029143310652743172,1e-05,0.001646220710182878,0.0017845596225289965,0.0049376197665053695,0.017369899577769868,0.16160256270049095,0.01021553503841884,0.010191008889966555,0.011346677824692238,0.030638689843343052,0.007124815892578091,22.930505130473215,0.3219928064455373,0.651824700410972,-7.294448185678071,0.10167023030704198,2.4142616930306664,0.09527216067556822
197.56528146542672,234.78524011746555,96.35405509267083,0.003663028064794882,2.0492595536357766e-05,0.0021118464567314982,0.002076600158963319,0.006336031965730853,0.03050217543239814,0.2909111464362932,0.01707085194730066,0.019266049917351015,0.02077104836429133,0.051212555841901986,0.015931631403024588,22.664426247688763,0.4482203296973362,0.6713828763805606,-6.8975927231004786,0.10503832745918047,2.4977915361095575,0.11665210415133306
199.72854796274078,213.17747210282647,194.2412304105735,0.0020588585800766935,1e-05,0.0010950620457581106,0.0012626551143952768,0.003280818892994096,0.012328660144663705,0.10925310228790554,0.006164168808867247,0.007966129121784649,0.009536203465681417,0.018486873670881976,0.0012598759084837788,31.1929452776186,0.412799257456094,0.7404647463426473,-7.377897909687474,0.17299825130873797,1.9205201913477685,0.07941439739120582
239.16465482124997,251.3105694428682,229.0007259388003,0.0020847758043213063,9e-06,0.0011052241956786937,0.0012969238607422706,0.0033156725870360807,0.01430570388715807,0.1269134517407216,0.00774564128691409,0.009159645509008585,0.010278237734692443,0.02323301353901375,0.004071094773096236,25.686794657511843,0.38913829008915257,0.6469622625694715,-7.191353225291218,0.0810229212285179,2.230941493264459,0.08602308727007699
128.42954788155993,546.1449474406937,85.113348364753,0.0052358762797236336,3.8606685455941244e-05,0.002760143697961284,0.0028153108343598144,0.008279037779339792,0.017873489493269702,0.16807247689499344,0.009083361420933252,0.010569921871875842,0.015282014983263687,0.027251477577343815,0.018211249472114856,23.318468624277028,0.5583504388744516,0.6698982117361154,-6.501252184232469,0.15422680096999067,2.183450169874811,0.11952281259362957
119.96390140444296,127.30365661218805,112.28588980559657,0.0039002406841067046,3e-05,0.0013824097434599859,0.0017240563531177604,0.004153273404172735,0.016105862935114512,0.1472750954477229,0.008833212507547823,0.008538213233146059,0.012943794402671772,0.026493593348850694,0.004378694601359468,25.380032429826738,0.4861953729780285,0.7569140743820267,-6.278245550637307,0.23845149251561282,2.0229456555301017,0.15070618275076086
121.02095756037575,139.39311326503818,109.40908765635301,0.003951076051215305,3e-05,0.0015710556180444145,0.0019046810434361467,0.004707768443220226,0.019414962551159817,0.173071736747687,0.010753427928686023,0.010414860385305364,0.01516121680507714,0.03226568219697109,0.005300776388655143,25.27764926169648,0.4769077564563048,0.7669824490669088,-6.356930110234433,0.24290199550080216,1.8552672839420528,0.13096668412534626
242.19707754952213,249.44934999823545,231.78946836656817,0.0022888469390033354,9.20306122473477e-06,0.0012199591838302525,0.0014146734694416492,0.0036598775514907573,0.013830581632219457,0.1239693877526523,0.0076055204079648366,0.008673377550650499,0.0100233775506505,0.022810622448389207,0.004700418367540467,25.228090816157742,0.4274468448848707,0.6335437499978993,-7.049784726520859,0.10880891022483284,2.233588973352213,0.09149721020411446
230.7184537843563,252.75051881520974,218.96329150230974,0.002038570714111596,8.885707141115963e-06,0.0011274277855227559,0.00113,0.0033822833565682674,0.014395703390201842,0.12751419283450752,0.00760142303436487,0.009440277605166617,0.010070851570070451,0.02281312617450577,0.003075433286863465,26.437287107482387,0.29590930570821383,0.6714397484236844,-7.486163140010405,0.06507474308610456,2.004493805665127,0.07431344578615835
114.42390848230013,129.58367979285018,106.0924675960343,0.0037987034107771077,3.401134533511464e-05,0.0017402269067022928,0.0022209076268091712,0.005226669374771764,0.015790251279648167,0.1458476504074815,0.0074422690670229285,0.009612957911445098,0.014645178376107744,0.022326807201068784,0.006435899574259612,25.089391371002016,0.4895988109645507,0.7217471424224786,-6.04094736538798,0.20793041702433543,2.1267498586829308,0.1825779941607925
229.51243266783297,249.42862805551806,94.76178312197142,0.0036551236941848564,1.610430133920591e-05,0.0019703532444140166,0.0020305527098148845,0.00591105973324205,0.022758587022343933,0.20875919319207203,0.012927974142872466,0.013451180072555217,0.015453066633938466,0.038790870277947795,0.01773102522975996,23.202337972890913,0.4677533426479079,0.6392578942939406,-6.482781990427349,0.17788504158686858,2.3329512816460434,0.12847790409129087
202.69941799034387,261.54873336005784,79.5739321326882,0.006784608190719835,3e-05,0.004023178949602359,0.003835686552575868,0.01206192749202677,0.025951571924942993,0.25595625728787796,0.014719298241477115,0.015909649120738556,0.017724633914791538,0.044166699402821495,0.04126510884449143,19.341583392422372,0.49929833237556687,0.6836992018727709,-6.846121922740289,0.1562338697919597,2.372282987247386,0.11953861434832169
200.06794434837283,209.90755518731513,193.44971140790008,0.002248472240697531,1e-05,0.0012310626739588,0.0012936014310707725,0.003689431562357738,0.010822406253840509,0.09576162713359172,0.00534802968053029,0.006857018682720786,0.008352509606139103,0.016050332582072207,0.0015497932954028138,31.237511593878036,0.3993119104427748,0.7423111905391727,-7.718310178730572,0.17214097429494757,2.2323124303119966,0.06440983993822515
217.40468927289356,250.54727618851174,93.22747049216125,0.004791531321645761,2.408732628324572e-05,0.0027867283760672464,0.0025090691766855772,0.008367228791343361,0.026614229931911725,0.24940085045146515,0.015466470649474835,0.015887086185714883,0.0180272650905387,0.04640236828528289,0.014581959138531206,20.604769704865767,0.4429831710180359,0.6669805996746957,-6.378842862454306,0.14200549257938905,2.6219751086012235,0.15433711040829345
126.51880398853875,134.63409356681146,113.75483507624033,0.004467340688820367,3.8945057401697294e-05,0.0013163296555898161,0.001686835172205092,0.003948988966769449,0.020608504845951916,0.18763735649575677,0.011619889667694486,0.009709208513608205,0.016206461383693072,0.03485966900308346,0.004747384598188119,24.99434294017737,0.5024679150242225,0.7609774029601882,-6.729583573976628,0.28440905053693905,2.3833733744351804,0.10739765606964005
114.96922541935767,139.40211854420357,102.56724823223702,0.0035391306914096584,3e-05,0.001714346542951709,0.002052170320264785,0.005147604974559956,0.015204961634256099,0.13769544687227342,0.007819319982052085,0.009359964585467168,0.01236736846454042,0.023457959946156254,0.005192371415751489,25.897425759348565,0.3992665268678754,0.7565815245363653,-6.154528468452212,0.22454410551756146,2.019249807664376,0.16186618220773585
227.39116687611775,233.90382600855207,219.67170890932385,0.0028944678688349497,1e-05,0.0016997586994401282,0.0015259715519061483,0.005109276098320385,0.016437815595627833,0.145,0.008787233934417474,0.010822085344281555,0.011835872491815535,0.026371701803252427,0.0034859715519061484,25.940408432780583,0.28022644402927144,0.6857213441744185,-7.184609804325775,0.03555107267007904,2.450268241734728,0.09565068783663112
113.22851638088741,123.49492992739317,100.57912056115497,0.003514990596872222,3e-05,0.0016891745026064817,0.0019758537067768524,0.005077523507819445,0.014245178659427782,0.13133396020851854,0.0071301316437888925,0.008554353162034265,0.011446679204170371,0.021396229831887974,0.0046009007224157425,26.50076739578639,0.39401532169753267,0.7625349005212964,-6.101787275489175,0.20328539345631425,1.9945177459305716,0.17163794149615405
211.1324516942326,251.3794220326317,90.55902034416046,0.005289840776756605,2.7665605178377368e-05,0.003103406058286397,0.002755425165075604,0.009317883780037568,0.026523718187864437,0.2515614653740491,0.01535018633021051,0.016148641734697114,0.0181608805955727,0.04605055899063154,0.016338699107085724,19.96298770989819,0.4335771153783279,0.683596493618065,-6.323538834303838,0.12429210479564594,2.730299706375224,0.16068493341235318
